City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Kargasok,RU,59.0556,80.8572,57.24,38,55,2.06,broken clouds
345,Rehoboth,NA,-23.3167,17.0833,61.32,42,94,6.85,overcast clouds
346,Luena,AO,-11.7833,19.9167,64.58,52,6,5.75,clear sky
347,Port Sudan,SD,19.6175,37.2164,85.01,79,0,0.54,clear sky
348,Akrehamn,NO,59.2667,5.1833,48.99,76,75,20.71,broken clouds
349,Newman,US,37.3138,-121.0208,84.29,47,1,5.01,clear sky
350,Dhidhdhoo,MV,6.8833,73.1,84.61,72,100,17.16,overcast clouds
351,Jincheng,CN,35.5022,112.8328,59.81,95,100,2.13,overcast clouds
352,Ad Dilam,SA,23.9915,47.1627,88.21,29,5,4.81,clear sky
353,Beaconsfield,CA,45.4334,-73.8659,75.72,33,20,12.66,few clouds
354,Kathor,IN,21.3,72.9333,83.21,74,19,9.86,few clouds
355,San Luis,AR,-33.295,-66.3356,44.76,47,19,10.09,few clouds
356,Malabo,GQ,3.75,8.7833,80.46,86,100,6.51,light rain
357,Samana,DO,19.2056,-69.3369,80.19,83,100,7.76,overcast clouds
358,Tashtyp,RU,52.7939,89.8983,48.0,64,100,5.14,overcast clouds
359,Kristiansund,NO,63.1115,7.732,45.25,76,100,21.85,overcast clouds
360,Sorong,ID,-0.8833,131.25,82.98,72,96,12.84,overcast clouds
361,Mirnyy,RU,62.5353,113.9611,46.24,93,100,4.0,overcast clouds
362,Pendleton,US,45.6721,-118.7886,80.78,41,0,5.75,clear sky
363,Umm Kaddadah,SD,13.6017,26.6876,85.08,41,9,6.96,clear sky
364,Santyoku,KR,37.4406,129.1708,67.3,90,100,7.05,moderate rain
365,Mermoz Boabab,SN,14.7065,-17.4758,79.36,83,0,16.11,clear sky
366,Geraldton,AU,-28.7667,114.6,54.01,54,100,11.5,overcast clouds
367,Tabriz,IR,38.08,46.2919,56.66,77,20,4.61,few clouds
368,La'Ie,US,21.6477,-157.9253,84.16,59,16,5.01,few clouds
369,Las Palmas De Gran Canaria,ES,28.0997,-15.4134,66.78,68,0,4.61,clear sky
370,Monrovia,LR,6.3005,-10.7969,80.53,87,100,9.13,overcast clouds
371,Cockburn Town,TC,21.4612,-71.1419,81.88,85,99,15.73,overcast clouds
372,St. John'S,CA,47.5649,-52.7093,45.68,86,75,13.8,light rain
373,Dryden,CA,49.7833,-92.7503,80.89,18,0,10.36,clear sky
374,Kidal,ML,18.4411,1.4078,89.78,21,9,16.6,clear sky
375,Beau Vallon,MU,-20.4189,57.6953,72.21,100,75,16.11,light intensity shower rain
376,Tobelo,ID,1.7284,128.0095,85.28,61,39,7.47,scattered clouds
377,Iskateley,RU,67.6803,53.1512,44.73,61,34,8.23,scattered clouds
378,Nicoya,CR,10.1483,-85.452,79.2,85,100,2.82,overcast clouds
379,Paracuru,BR,-3.41,-39.0306,82.11,82,5,10.36,clear sky
380,Mentor-On-The-Lake,US,41.705,-81.3604,65.35,38,0,4.61,clear sky
381,Manicore,BR,-5.8092,-61.3003,79.36,73,100,1.83,overcast clouds
382,Kurumkan,RU,54.3,110.3,52.52,55,100,2.13,overcast clouds
383,Bay City,US,43.5945,-83.8889,70.12,36,0,8.05,clear sky
384,Gobabis,NA,-22.45,18.9667,65.64,36,94,9.78,overcast clouds
385,Kirakira,SB,-10.4544,161.9205,84.49,72,89,7.92,overcast clouds
386,Santa Luzia,BR,-19.7697,-43.8514,67.28,70,0,6.91,clear sky
387,Ormara,PK,25.2088,64.6357,81.32,94,1,7.78,clear sky
388,Baiyin,CN,36.5583,104.2081,62.29,43,100,6.96,overcast clouds
389,Teluk Intan,MY,4.0259,101.0213,77.02,83,84,3.38,broken clouds
390,Evanston,US,42.0411,-87.6901,70.32,43,75,9.22,broken clouds
391,Mandera,KE,3.9366,41.867,77.02,61,96,8.25,overcast clouds
392,Makurazaki,JP,31.2667,130.3167,71.11,84,100,14.5,overcast clouds
393,Hami,CN,42.8,93.45,76.08,13,100,2.01,overcast clouds
394,Paka,MY,4.6374,103.4368,78.73,94,20,0.0,few clouds
395,Mana,GF,5.6592,-53.7767,78.19,90,100,5.61,overcast clouds
396,Ratnagiri,IN,16.9833,73.3,80.2,83,0,7.45,clear sky
397,Kourou,GF,5.1552,-52.6478,77.05,89,100,4.25,moderate rain
398,El Alto,PE,-4.2714,-81.2147,74.86,78,100,18.88,overcast clouds
399,Mweka,CD,-4.85,21.5667,70.39,61,100,1.74,overcast clouds
400,Korsakov,RU,46.6328,142.7813,53.44,97,100,5.73,moderate rain
401,Kununurra,AU,-15.7667,128.7333,69.78,30,19,11.5,few clouds
402,Rongelap,MH,11.1635,166.8941,81.12,76,100,15.35,light rain
403,Takoradi,GH,4.8845,-1.7554,78.04,90,100,7.76,overcast clouds
404,North Bend,US,43.4065,-124.2243,60.17,78,40,14.97,scattered clouds
405,Shilin,CN,24.8188,103.3324,71.73,64,8,9.4,clear sky
406,Trenggalek,ID,-8.05,111.7167,76.75,74,60,7.07,broken clouds
407,Castillos,UY,-34.1667,-53.8333,51.15,58,52,10.78,broken clouds
408,Ketchikan,US,55.3422,-131.6461,50.47,81,100,8.05,light rain
409,Charters Towers,AU,-20.1,146.2667,69.1,28,0,6.51,clear sky
410,Olinda,BR,-8.0089,-34.8553,78.53,78,20,3.44,few clouds
411,Capayan,AR,-28.761,-66.0502,48.79,83,100,3.98,overcast clouds
412,Vilyuchinsk,RU,52.9306,158.4028,50.27,73,100,3.29,overcast clouds
413,Shiprock,US,36.7855,-108.687,82.74,9,5,13.89,clear sky
414,Sodra Sandby,SE,56.5667,16.6167,52.9,81,25,10.33,scattered clouds
415,Springbok,ZA,-29.6643,17.8865,48.69,40,0,3.09,clear sky
416,Sharanga,RU,57.1775,46.5396,57.7,96,100,2.82,light rain
417,Chibougamau,CA,49.9168,-74.3659,80.22,24,0,11.5,clear sky
418,Klaksvik,FO,62.2266,-6.589,41.92,62,8,21.36,clear sky
419,Xiva,UZ,41.3783,60.3639,64.38,20,100,11.56,overcast clouds
420,Tabou,CI,4.423,-7.3528,79.07,87,100,7.81,overcast clouds
421,Altai,MN,46.3722,96.2583,49.66,28,3,5.66,clear sky
422,Shizukuishi,JP,39.6833,140.9833,63.37,99,100,3.49,light rain
423,Bikenibeu Village,KI,1.3673,173.1241,87.76,74,20,10.36,few clouds
424,Batamshinskiy,KZ,50.5594,58.2747,62.49,45,23,7.56,few clouds
425,Nampula,MZ,-15.1165,39.2666,66.15,88,75,5.75,broken clouds
426,Chengde,CN,40.9725,117.9361,72.66,52,61,2.15,broken clouds
427,Syktyvkar,RU,61.6764,50.8099,56.93,100,100,7.0,mist
428,Utete,TZ,-7.986,38.758,67.71,93,55,2.55,broken clouds
429,Luninyets,BY,52.2472,26.8047,43.07,66,52,7.65,broken clouds
430,Plettenberg Bay,ZA,-34.0527,23.3716,55.26,43,0,3.18,clear sky
431,Ghadamis,LY,30.1337,9.5007,72.59,28,3,8.99,clear sky
432,Manggar,ID,-2.8833,108.2667,84.88,71,76,12.3,broken clouds
433,Juegang,CN,32.3174,121.1855,79.16,70,71,12.53,broken clouds
434,Vadso,NO,70.0744,29.7487,42.96,56,100,10.36,overcast clouds
435,Mchinji,MW,-13.7984,32.8802,52.92,82,0,3.31,clear sky
436,Mitu,CO,1.1983,-70.1733,72.36,99,100,1.9,overcast clouds
437,Dashiqiao,CN,40.6373,122.5025,72.14,58,100,8.3,overcast clouds
438,Kirovskiy,RU,45.0917,133.5136,67.01,71,98,11.79,light rain
439,Kloulklubed,PW,7.0419,134.2556,83.89,79,100,22.62,moderate rain
440,Carnarvon,AU,-24.8667,113.6333,69.28,30,100,13.4,overcast clouds
441,Xapuri,BR,-10.6517,-68.5044,74.01,97,100,1.21,overcast clouds
442,Tofol,FM,5.3248,163.0078,81.86,79,100,9.89,overcast clouds
443,Saguenay,CA,48.4168,-71.0657,66.31,53,40,16.11,scattered clouds
444,Kabansk,RU,52.0486,106.6528,49.51,61,96,3.44,overcast clouds
445,Kedrovyy,RU,56.1667,91.8167,46.87,53,97,3.8,overcast clouds
446,Iquique,CL,-20.2208,-70.1431,64.44,80,100,9.37,overcast clouds
447,Wenchang,CN,30.904,118.4887,86.36,70,0,3.51,clear sky
448,Kurmuk,SD,10.55,34.2833,74.07,81,64,3.44,broken clouds
449,Betio Village,KI,1.358,172.9211,87.84,75,18,10.65,few clouds
450,Zalingei,SD,12.9096,23.4741,82.65,41,96,15.57,overcast clouds
451,Rovaniemi,FI,66.5,25.7167,42.21,70,0,12.66,clear sky
452,Hilton Head Island,US,32.2163,-80.7526,61.99,96,100,10.0,overcast clouds
453,Brookings,US,44.3114,-96.7984,78.8,15,0,13.8,clear sky
454,Kirensk,RU,57.7853,108.1119,56.53,38,100,7.76,overcast clouds
455,Isla Mujeres,MX,21.2311,-86.731,82.17,71,100,7.16,overcast clouds
456,Zapolyarnyy,RU,69.4154,30.8136,40.28,50,98,12.73,overcast clouds
457,Jamestown,US,42.097,-79.2353,67.64,42,0,9.22,clear sky
458,Acqui Terme,IT,44.6751,8.4675,67.89,77,100,2.93,moderate rain
459,Robore,BO,-18.3333,-59.75,73.17,92,100,5.08,overcast clouds
460,Happy Valley-Goose Bay,CA,53.3168,-60.3315,44.91,57,20,8.05,few clouds
461,Angaur State,PW,6.906,134.13,83.89,80,100,22.48,light rain
462,Al Jawf,SA,29.5,38.75,68.83,63,100,11.32,overcast clouds
463,Ta`U,AS,-14.2336,-169.5144,82.81,77,77,10.89,broken clouds
464,Saint-Pierre,RE,-21.3393,55.4781,73.08,78,0,18.41,clear sky
465,An Nuhud,SD,12.7,28.4333,86.94,39,24,12.91,few clouds
466,Mariental,NA,-24.6333,17.9667,64.94,36,8,10.2,clear sky
467,Gaspe,CA,48.8334,-64.4819,57.42,62,20,2.3,few clouds
468,Mejit,MH,10.2753,170.8646,81.79,77,100,10.98,light rain
469,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.09,87,6,8.86,clear sky
470,Tougan,BF,13.0667,-3.0667,90.77,21,80,4.52,broken clouds
471,Tokar,SD,18.4254,37.729,86.52,69,5,5.97,clear sky
472,Santana,BR,-0.0583,-51.1817,80.78,100,75,2.3,broken clouds
473,Severo-Yeniseyskiy,RU,60.3725,93.0408,45.72,58,63,7.52,broken clouds
474,Lata,PT,40.1629,-8.3327,62.08,96,100,1.54,light rain
475,Mutuali,MZ,-14.8706,37.0044,58.26,81,0,3.4,clear sky
476,Turbat,PK,26.0023,63.044,84.24,66,0,3.65,clear sky
477,Tak,TH,16.5833,98.8333,78.78,74,100,2.71,overcast clouds
478,Balabac,PH,7.9868,117.0645,84.97,72,87,12.68,overcast clouds
479,San Antonio De Pale,GQ,-1.4014,5.6325,78.96,81,100,17.11,overcast clouds
480,Lappeenranta,FI,61.0587,28.1887,40.78,93,0,2.3,clear sky
481,Manokwari,ID,-0.8667,134.0833,83.01,73,18,5.37,few clouds
482,Wuwei,CN,37.9281,102.6414,58.62,65,100,7.43,overcast clouds
483,Athens,GR,37.9795,23.7162,70.25,67,20,8.01,few clouds
484,Rodez,FR,44.5,2.5833,60.04,88,0,3.44,clear sky
485,Batken,KG,39.8333,71.0,48.4,44,0,6.82,clear sky
486,Kangding,CN,30.0513,101.9603,60.87,81,69,2.46,broken clouds
487,Jose Maria Morelos,MX,23.3952,-103.8984,70.59,42,44,2.77,light rain
488,Kapa'A,US,22.0752,-159.319,81.19,71,20,12.66,light rain
489,Fuente El Saz,ES,40.6322,-3.5115,58.05,92,40,2.3,scattered clouds
490,Kupino,RU,54.3663,77.2981,54.01,47,8,8.21,clear sky
491,Sao Vicente,BR,-23.9631,-46.3919,78.98,26,23,1.01,few clouds
492,Puerto Leguizamo,CO,-0.1934,-74.7819,73.6,95,100,1.86,overcast clouds
493,Diamantina,BR,-18.2494,-43.6003,62.98,58,91,1.36,overcast clouds
494,Hilo,US,19.7297,-155.09,81.28,77,100,10.36,light rain
495,Marco Island,US,25.9363,-81.7157,79.03,73,0,4.0,clear sky
496,Hastings,GB,50.8552,0.5729,51.93,50,14,12.46,few clouds
497,Mount Isa,AU,-20.7333,139.5,62.37,27,0,11.5,clear sky
498,Xiaoweizhai,CN,26.1903,107.5125,73.17,86,98,10.25,overcast clouds
499,Kayenta,US,36.7278,-110.2546,71.46,10,0,11.54,clear sky
500,Thabazimbi,ZA,-24.5917,27.4116,51.21,84,3,3.96,clear sky
501,Port Saint John'S,ZA,-31.6229,29.5448,60.66,65,0,6.76,clear sky
502,Mahibadhoo,MV,3.7833,72.9667,84.13,74,93,12.44,overcast clouds
503,Pechora,RU,65.1472,57.2244,53.64,67,100,7.34,overcast clouds
504,Santo Antonio Do Ica,BR,-3.1022,-67.9397,74.73,98,100,1.99,overcast clouds
505,Loen,MH,7.7601,168.2307,83.05,77,100,11.74,overcast clouds
506,Hadibu,YE,12.65,54.0333,85.42,71,41,9.26,scattered clouds
507,Weyburn,CA,49.6668,-103.8511,80.82,39,73,13.8,broken clouds
508,Poddebice,PL,51.8934,18.9573,50.95,73,73,7.31,broken clouds
509,Markivka,UA,49.5229,39.5705,58.46,99,100,5.19,overcast clouds
510,Vallenar,CL,-28.5708,-70.7581,62.65,43,0,0.54,clear sky
511,Obo,CF,5.3998,26.4869,69.53,93,100,2.28,light rain
512,Moranha,IN,27.1833,94.9333,73.51,76,19,1.32,few clouds
513,Ancud,CL,-41.8697,-73.8203,41.34,83,100,7.18,overcast clouds
514,Kingscliff,AU,-28.2667,153.5667,69.76,45,0,8.05,clear sky
515,Alo,NG,7.4178,6.7371,75.49,96,100,3.51,light rain
516,Vorkuta,RU,67.5,64.0,48.04,92,100,6.87,light rain
517,Bismarck,US,46.8083,-100.7837,82.24,42,0,19.57,clear sky
518,Butembo,CD,0.15,29.2833,59.25,83,100,3.8,overcast clouds
519,Sinabang,ID,2.4803,96.3801,80.65,81,49,4.79,scattered clouds
520,Coppell,US,32.9546,-97.015,83.44,48,100,8.05,overcast clouds
521,Nuku'Alofa,TO,-21.1333,-175.2,80.94,74,40,17.27,scattered clouds
522,Noumea,NC,-22.2763,166.4572,78.78,99,31,8.39,scattered clouds
523,Rosarito,MX,32.3333,-117.0333,70.63,74,21,12.3,few clouds
524,Petrovsk-Zabaykal'Skiy,RU,51.273,108.843,56.16,33,38,4.29,scattered clouds
525,Youghal,IE,51.95,-7.8506,56.41,100,83,8.48,broken clouds
526,Jiuquan,CN,39.7432,98.5174,64.63,27,100,7.92,overcast clouds
527,Chosica,PE,-11.9431,-76.7094,62.01,80,89,3.69,overcast clouds
528,Maridi,SS,4.9158,29.4742,66.96,94,52,3.02,moderate rain
529,Artashat,AM,39.9614,44.5445,57.42,80,6,2.53,clear sky
530,Kyren,RU,51.6828,102.1408,48.02,68,32,1.19,scattered clouds
531,Itaituba,BR,-4.2761,-55.9836,79.57,79,100,2.21,overcast clouds
532,Alice Springs,AU,-23.7,133.8833,54.95,50,4,10.36,clear sky
533,Hovd,MN,48.0056,91.6419,52.83,39,99,2.71,overcast clouds
534,Zeya,RU,53.75,127.2667,57.43,44,10,6.35,clear sky
535,Al Jahra',KW,29.3375,47.6581,91.89,19,0,9.48,clear sky
536,Val-D'Or,CA,48.1002,-77.7828,80.69,18,20,6.91,few clouds
537,Pontianak,ID,-0.0333,109.3333,78.78,94,40,3.44,scattered clouds
538,Kondoa,TZ,-4.9,35.7833,56.16,96,100,4.94,overcast clouds
539,Champoton,MX,19.35,-90.7167,80.91,69,26,11.99,scattered clouds
540,Pemba,MZ,-12.974,40.5178,70.5,88,20,5.75,few clouds
541,Carauari,BR,-4.8828,-66.8958,74.73,96,30,1.03,scattered clouds
542,Baoying,CN,33.2292,119.3092,85.44,66,3,6.6,clear sky
543,Xining,CN,36.6167,101.7667,48.96,81,100,3.96,overcast clouds
544,Salinopolis,BR,-0.6136,-47.3561,77.9,88,100,8.95,light rain
545,Arar,SA,30.9753,41.0381,86.02,15,75,8.05,broken clouds
546,Wynyard,AU,-41.0,145.7167,54.73,74,100,4.14,light rain
547,Kerikeri,NZ,-35.2268,173.9474,65.91,88,100,5.01,overcast clouds
548,Sikasso,ML,10.9167,-7.0,84.34,28,100,5.06,overcast clouds
549,Wewak,PG,-3.5534,143.6268,82.9,77,99,4.23,overcast clouds
550,Bechar,DZ,31.6167,-2.2167,70.12,49,0,6.91,clear sky
551,Gamba,GA,-2.65,10.0,77.27,83,100,7.02,overcast clouds
552,Basna,IN,21.2833,82.8167,86.79,36,0,2.04,clear sky
553,Scarborough,GB,54.2797,-0.4044,55.78,85,46,1.01,scattered clouds
554,Rancharia,BR,-22.2292,-50.8931,69.22,69,43,4.99,scattered clouds
555,Gambiran Satu,ID,-8.3939,114.1464,76.1,69,86,4.81,overcast clouds
556,As Samawah,IQ,31.332,45.2944,87.51,16,15,10.22,few clouds
557,Bereeda,SO,11.8704,51.0579,85.73,72,90,5.66,overcast clouds
558,Pachino,IT,36.7186,15.0907,65.12,77,0,7.4,clear sky
559,Saveni,RO,47.95,26.8667,64.58,83,70,8.25,broken clouds
560,Selfoss,IS,63.9331,-20.9971,40.05,80,100,12.21,overcast clouds
561,Bloemfontein,ZA,-29.1211,26.214,38.68,75,93,2.3,overcast clouds
562,Raja,SS,8.4596,25.678,73.76,78,100,3.44,overcast clouds
563,Agat Village,GU,13.3886,144.6585,86.11,78,100,15.48,overcast clouds
564,Tamandare,BR,-8.7597,-35.1047,77.72,84,44,4.09,scattered clouds
565,Helong,CN,42.5397,128.9972,74.59,43,100,2.51,overcast clouds
566,Arno,SE,60.1167,18.6333,48.78,67,98,12.71,overcast clouds
567,Basco,PH,20.4487,121.9702,81.25,84,83,23.62,broken clouds
568,Revda,RU,56.801,59.9303,64.92,55,99,4.74,overcast clouds
569,Walvis Bay,NA,-22.9575,14.5053,56.08,94,0,5.75,clear sky
570,Shenkursk,RU,62.1091,42.896,47.82,71,76,8.88,broken clouds
571,Ubari,LY,26.5921,12.7805,69.53,34,0,8.7,clear sky
572,Sumbawa Besar,ID,-8.5,117.4333,81.37,61,5,3.83,clear sky
573,Kapiri Mposhi,ZM,-13.9652,28.6809,51.12,73,0,5.97,clear sky
574,Gaigeturi,KR,33.4644,126.3183,77.05,73,75,8.05,broken clouds
575,Kyneton,AU,-37.25,144.4333,51.08,95,100,5.99,light rain
576,Shache,CN,38.4167,77.2406,62.71,44,13,12.82,few clouds
577,Rechka-Vydrino,RU,51.485,104.8461,41.76,83,78,3.44,broken clouds
578,Bukan,IR,36.521,46.2089,57.02,53,9,1.63,clear sky
579,Ponta Delgada,PT,37.7333,-25.6667,63.32,77,20,6.91,few clouds
580,Okhotsk,RU,59.3833,143.3,60.89,28,48,12.39,scattered clouds
581,Laojunmiao,CN,39.8333,97.7333,59.04,27,100,15.61,overcast clouds
582,Island Harbour,GB,50.724,-1.2758,52.2,89,8,7.38,clear sky
583,Surgana,IN,20.5667,73.6167,76.3,75,98,5.01,overcast clouds
584,Peel,AU,-33.3167,149.6333,52.52,66,100,10.74,overcast clouds
585,Quepos,CR,9.4236,-84.1652,80.1,85,97,1.83,overcast clouds
586,San Andres,CO,12.5847,-81.7006,86.02,66,20,8.05,few clouds
587,Chegdomyn,RU,51.1167,133.0167,41.41,97,100,3.47,overcast clouds
588,Uniao Da Vitoria,BR,-26.23,-51.0864,60.73,100,100,0.94,overcast clouds
589,Kolonia,DE,50.9333,6.95,57.96,72,0,4.61,clear sky
590,Carutapera,BR,-1.195,-46.02,81.46,79,77,13.44,broken clouds
591,Chemolgan,KZ,43.1897,76.5292,53.26,63,71,2.57,broken clouds
592,Imbituba,BR,-28.24,-48.6703,72.86,98,100,2.57,heavy intensity rain
593,Jinchang,CN,38.4953,102.1739,56.08,73,100,8.5,overcast clouds
594,Port Hedland,AU,-20.3167,118.5667,71.65,20,81,24.16,broken clouds
595,Taltal,CL,-25.4,-70.4833,61.52,83,2,6.35,clear sky
596,Isiro,CD,2.7739,27.616,67.26,100,100,2.66,light rain
597,Coahuayana De Hidalgo,MX,18.7,-103.6583,82.04,72,21,4.23,few clouds
598,Quatre Cocos,MU,-20.2078,57.7625,72.09,79,42,20.4,light rain
599,Neiafu,TO,-18.65,-173.9833,81.28,83,75,11.5,broken clouds
600,Ibotirama,BR,-12.1853,-43.2206,79.48,50,100,1.3,overcast clouds
601,Gaillard,FR,46.1853,6.2069,61.92,77,0,1.14,clear sky
602,Belyy Yar,RU,53.6039,91.3903,51.69,54,0,6.71,clear sky
603,"Laikit, Laikit Ii (Dimembe)",ID,1.4792,124.9735,85.05,58,20,9.22,few clouds
604,Udachny,RU,66.4167,112.4,52.47,64,100,9.98,overcast clouds
605,Shama Junction,GH,5.0087,-1.6301,76.23,97,100,3.8,overcast clouds
606,Fisterra,ES,42.9049,-9.2629,60.75,96,63,9.1,broken clouds
607,Arraial Do Cabo,BR,-22.9661,-42.0278,65.17,95,10,3.47,clear sky
608,Acapulco De Juarez,MX,16.8634,-99.8901,84.88,70,14,3.83,few clouds
609,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,80.6,60,100,3.6,overcast clouds
610,Al Kharj,SA,24.155,47.3346,88.38,28,5,7.29,clear sky
611,Smidovich,RU,48.6,133.8167,59.85,49,60,9.26,broken clouds
612,Novofedorivka,UA,46.1713,32.3178,61.92,88,100,7.11,overcast clouds
613,San Rafael,AR,-34.6177,-68.3301,43.93,39,2,7.2,clear sky
614,Lerwick,GB,60.1545,-1.1494,48.2,80,20,14.88,few clouds
615,Mossel Bay,ZA,-34.1831,22.146,49.93,44,0,1.9,clear sky
616,Laihia,FI,62.9761,22.0114,51.03,57,100,17.27,overcast clouds
617,Undurkhaan,MN,47.3194,110.6556,51.82,35,100,9.13,overcast clouds
618,Kananga,CD,-5.8958,22.4178,68.59,60,15,3.36,few clouds
619,Sabha,LY,27.0377,14.4283,70.74,34,0,8.57,clear sky
620,Ciudad Melchor Muzquiz,MX,27.8833,-101.5167,83.43,50,100,14.38,overcast clouds
621,Dom Pedrito,BR,-30.9828,-54.6731,53.37,73,94,10.22,overcast clouds
622,Fort St. John,CA,56.2499,-120.8529,75.09,25,40,13.8,scattered clouds
623,Madanapalle,IN,13.55,78.5,79.52,55,12,4.94,few clouds
624,Qamdo,CN,31.1667,97.2333,45.05,43,0,7.49,clear sky
625,Northam,GB,51.0333,-4.2167,52.39,81,60,2.86,broken clouds
626,Ridder,KZ,50.355,83.5133,41.95,78,57,4.65,broken clouds
627,Tumbes,PE,-3.5667,-80.4414,82.35,78,75,5.75,broken clouds
628,Ekibastuz,KZ,51.6667,75.3667,54.75,33,0,5.17,clear sky
629,Guerrero Negro,MX,27.9769,-114.0611,63.28,69,0,22.15,clear sky
630,Inhambane,MZ,-23.865,35.3833,67.8,80,100,3.65,overcast clouds
631,Solwezi,ZM,-12.1688,26.3894,51.6,68,0,4.56,clear sky
632,Kasongo-Lunda,CD,-6.4667,16.8167,71.49,91,19,1.72,few clouds
633,Vuktyl,RU,63.8567,57.3094,53.29,93,100,6.51,overcast clouds
634,Champerico,GT,14.3,-91.9167,86.54,63,100,1.3,overcast clouds
635,Mtwara,TZ,-10.2667,40.1833,68.99,87,0,8.84,clear sky
636,Launceston,AU,-41.45,147.1667,55.62,84,100,14.97,overcast clouds
637,Livadiya,RU,42.8692,132.6764,60.44,81,100,5.61,overcast clouds
638,Jerantut,MY,3.936,102.3626,78.1,90,100,1.19,overcast clouds
639,Vila Do Maio,CV,15.1333,-23.2167,75.99,84,100,13.85,overcast clouds
640,Gallipoli,TR,40.4103,26.6708,60.46,91,98,10.47,overcast clouds
641,Sainte-Anne-De-Bellevue,CA,45.4062,-73.9456,75.85,33,20,12.66,few clouds
642,Palmaner,IN,13.2,78.75,79.47,55,79,5.55,broken clouds
643,Bulawayo,ZW,-20.15,28.5833,51.85,75,0,8.08,clear sky
644,Colares,PT,38.7992,-9.4469,63.75,87,56,10.0,broken clouds
645,Weno,FM,7.4515,151.8468,83.35,75,50,12.21,scattered clouds
646,Foumbot,CM,5.5079,10.6356,65.77,97,100,1.68,light rain
647,Duayaw-Nkwanta,GH,7.1724,-2.1028,72.75,98,100,3.56,overcast clouds
648,Sassandra,CI,4.95,-6.0833,77.94,90,100,7.52,overcast clouds
649,Heroica Caborca,MX,30.7167,-112.15,87.22,12,0,14.38,clear sky
650,Kilindoni,TZ,-7.9139,39.6668,78.33,78,56,16.73,light rain
651,Shingu,JP,33.7333,135.9833,71.91,65,100,4.65,overcast clouds
652,Hukumati Azrah,AF,34.1736,69.6457,53.4,59,26,0.34,scattered clouds
653,Kalmunai,LK,7.4167,81.8167,81.19,82,58,3.67,broken clouds
654,Bhimunipatnam,IN,17.8833,83.4333,84.47,71,0,4.76,clear sky
655,Great Falls,US,47.5002,-111.3008,57.69,88,100,10.36,overcast clouds
656,Mili,MH,6.0815,171.735,82.62,79,94,11.25,overcast clouds
657,Anacapri,IT,40.5558,14.2136,68.22,75,3,6.64,clear sky
658,Elliot,ZA,-31.3333,27.85,46.83,41,0,7.07,clear sky
659,Cloverdale,US,38.8055,-123.0172,82.2,60,6,8.01,clear sky
660,Iquitos,PE,-3.7481,-73.2472,78.84,83,20,0.0,few clouds
661,Surgut,RU,61.25,73.4167,57.38,67,0,2.24,clear sky
662,Lethem,GY,3.3803,-59.7968,77.99,83,81,5.91,broken clouds
663,Kaffrine,SN,14.1059,-15.5508,92.34,32,79,9.98,broken clouds
664,Saudarkrokur,IS,65.7461,-19.6394,38.57,81,100,17.38,overcast clouds
665,Fortuna,US,40.5982,-124.1573,56.66,89,100,12.66,overcast clouds
666,Cherkessk,RU,44.2233,42.0578,54.03,89,0,4.34,clear sky
667,Strezhevoy,RU,60.7333,77.5889,58.5,45,13,2.44,few clouds
668,Salahonda,CO,2.1019,-78.7217,80.58,84,100,7.14,moderate rain
669,Mlowo,TZ,-9.0,32.9833,52.57,95,100,4.36,overcast clouds
670,Ulsteinvik,NO,62.3432,5.8487,45.5,84,100,20.0,light rain
671,Tabarka,TN,36.9544,8.758,63.25,72,20,5.75,few clouds
672,Mil'Kovo,RU,55.6078,37.7956,51.94,69,71,10.6,broken clouds
673,Floriano,BR,-6.7669,-43.0225,78.85,64,9,6.82,clear sky
674,Puerto Lempira,HN,15.2667,-83.7667,82.35,71,99,6.71,overcast clouds
675,Oppdal,NO,62.5943,9.6912,40.14,67,8,15.1,clear sky
676,Shalqar,KZ,47.8333,59.6,66.43,31,11,7.9,few clouds
677,Arboga,SE,59.3939,15.8388,55.29,70,100,12.5,overcast clouds
678,Eraan,PH,9.0629,117.7016,85.28,72,90,9.31,overcast clouds
679,Tra Mhor,IE,52.1624,-7.1524,58.08,74,97,5.99,overcast clouds
680,Saint John,CA,45.2727,-66.0677,58.23,58,0,6.91,clear sky
681,Anse La Raye,LC,13.9333,-61.0333,80.24,84,75,9.22,broken clouds
682,Nur-Sultan,KZ,51.1801,71.446,42.75,61,0,4.47,clear sky
683,Praya,CV,14.9215,-23.5087,75.74,64,75,16.11,broken clouds
684,Sabzevar,IR,36.2126,57.6819,71.69,36,32,5.77,scattered clouds
685,Emerald,AU,-23.5333,148.1667,64.35,34,0,11.1,clear sky
686,Serdar,TM,38.9764,56.2757,78.19,23,0,2.77,clear sky
687,Minot Air Force Base,US,48.4209,-101.3391,77.99,64,40,9.22,scattered clouds
688,Kupang,ID,-10.1667,123.5833,81.18,74,40,9.22,scattered clouds
689,Nagato,JP,34.3833,131.2,70.05,77,100,13.76,overcast clouds
690,Las Palmas,ES,28.4204,-14.0131,65.19,73,0,4.61,clear sky
691,Ouadda,CF,8.0777,22.4007,67.82,96,100,3.78,light rain
692,Pasighat,IN,28.0667,95.3333,78.28,66,30,0.34,scattered clouds
